,EBCT,Ammonia_out,Nitrate_in,Nitrite_out,Se_D_in,CODin,MicroC,Acetate,Reactor_1,Reactor_2,Otu4353,Otu5669,Otu1447,Otu4307,Otu81,Otu3754,Otu7065,Otu3705,Otu778,Otu215,Otu192,Otu4078,Otu3945,Otu1145,Otu2820,Otu819,Otu5277,Otu5694,Otu9280,Otu2637,Otu400,Otu5116,Otu382,Otu4931,Otu195,Otu1682,Otu5862,Otu9070,Otu1579,Otu86,Otu69,Otu49,Otu4365,Otu295,Otu9300,Otu7932,Otu8233
0,-0.19127592973283744,-0.06085355444125739,-1.1664679169697474,1.080075506457152,-0.8085688435836907,-0.004053245748348492,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626,0.450416737232625,-0.17290187346023472,-0.43090197117654916,-0.31226320072623415,-1.6550733328594556,-0.7756158758118289,-0.7662503884913217,0.06608941837055712,-0.9081345026244197,0.004157688221000401,0.0481794165077447,2.0296833551110014,2.5652140863070696,-0.7555644224756313,-0.8304695257844583,-0.1348399724926484,-0.3053049047689351,0.19729165073957128,-0.03755308701708367,0.40561483364701933,-0.02309186746521218,0.056898575292213496,0.6940153547413064,0.8355337973716471,-1.055419473715573,-1.0099540143664707,1.3133459168111934,-0.49164201209440317,-0.5549936500306258,-1.1144208060792007,-0.9418110351387031,0.11894837378129151,0.4795057047020332,1.2781092898168933,1.3987821979724278,-0.1931181207125203,2.132834259996778
1,0.2104035227061216,1.3022660650429103,-1.0487808557134537,1.025242877193732,0.3171936733332846,-0.27967395663604594,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626,1.6989415006769635,-1.2893555598773063,0.3441682251045293,0.9389024537449013,-1.6550733328594556,-0.7756158758118289,-0.7662503884913217,0.06608941837055712,0.6243203903377941,-0.5854226051511869,0.0481794165077447,2.190549111610426,3.1142389096154552,-0.7555644224756313,-0.8304695257844583,-0.1348399724926484,-1.6721231610465104,-0.6394599038147243,-1.7897270964453702,0.17649602294626077,-0.02309186746521218,0.6319095501145893,0.1301849845118217,0.6778269305819863,-1.055419473715573,-1.0099540143664707,0.556240456107302,-1.3975847647073498,-0.5549936500306258,-1.1144208060792007,-0.9418110351387031,1.1027039912762184,-0.705131293533192,1.7878883385730666,0.18479564925851102,0.12908099135559406,-0.9535129992011631
2,-0.057382778919851087,1.3022660650429103,-0.9899373250853069,-0.4552381129186032,-0.819569780231088,-0.231035007655864,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626,-0.7981080262117136,-1.2893555598773063,0.2983184658382853,0.4039532963146617,-1.6550733328594556,-0.7756158758118289,-0.7662503884913217,0.06608941837055712,1.0028471928709575,2.7073612244966574,3.2592679774622617,1.8608374661388727,1.9341830912905877,-0.24499059023873077,-0.12142000185512143,-0.1348399724926484,-1.6721231610465104,0.19729165073957128,-0.6842283804624688,0.7510970052555663,-0.6491073534943405,0.9133387808150961,0.3641957313893317,1.2979460149559778,-1.055419473715573,-1.0099540143664707,-0.20086500459658918,-1.3975847647073498,-0.5549936500306258,-1.1144208060792007,-0.9418110351387031,-0.5017323155393196,-0.705131293533192,0.5503106862352974,1.7895985748187835,-0.3907478887476583,0.3757044154094562
3,-0.057382778919851087,1.3022660650429103,-0.9899373250853069,-0.4552381129186032,-0.819569780231088,-0.231035007655864,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626,-0.7981080262117136,-1.2893555598773063,-1.2885865209258487,-0.7872476876021806,-1.6550733328594556,-0.7756158758118289,-0.7662503884913217,0.5305337750736461,-0.0401510794042937,2.7248996719419654,2.5427310711901123,1.2321034389351773,0.7792782062568062,-0.7555644224756313,0.5876295220742155,-0.1348399724926484,-1.1433656816261093,-0.6394599038147243,-0.03755308701708367,0.17649602294626077,-0.6491073534943405,1.0641389570861315,-0.7634650090696377,0.9721456992618759,-1.055419473715573,-1.0099540143664707,0.1133621525043108,-1.3975847647073498,-0.5549936500306258,-1.1144208060792007,-0.9418110351387031,-1.1224130048599308,-0.705131293533192,-0.9052865209278942,-1.0291908994554058,-1.799230108958002,1.153246758262194
4,0.5451363997385874,1.3022660650429103,2.1876133288346247,-0.7842338884991221,-0.8269037379960194,2.8656447440823833,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626,-0.7981080262117136,-0.5849517106322382,0.2224658039714116,-0.10938547209913561,0.7925984706942764,-0.7756158758118289,-0.7662503884913217,0.5305337750736461,-0.31957932923536025,1.5962837294765322,1.3058049036670034,1.3574539889086301,-0.5159400714637891,0.05367595546935058,1.1600841452011665,-0.1348399724926484,-0.6146082022057082,-0.6394599038147243,0.7771614310572332,1.1173228651592224,1.9097076836969922,0.8282186178529505,-0.7634650090696377,1.092645936660495,0.667835929468709,-1.0099540143664707,0.3570956710975334,0.7059491649442425,-0.5549936500306258,-0.2423079812605834,1.0937461779644218,-0.13865738736500394,0.04229143583498969,-0.9052865209278942,-1.0291908994554058,0.26415904805214807,1.153246758262194
5,-1.195474560830235,1.3022660650429103,-0.04844083503495665,0.03825555045217529,1.1239290274757423,-0.5715076505171374,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626,-0.7981080262117136,-0.5849517106322382,-0.43090197117654916,0.9389024537449013,0.7051262361650823,-0.7756158758118289,-0.7662503884913217,1.4339977706346616,0.763601065813983,1.0697385333953893,0.7440170031437444,-0.7885455490074431,0.599700228141119,-0.24499059023873077,0.2933473807977287,-0.1348399724926484,-0.6146082022057082,-0.11152845169924865,1.6234591102018003,1.0091410427396803,1.6674252151792455,1.0641389570861315,0.6940153547413064,1.5446715721300452,-0.3887732834116418,-1.0099540143664707,-0.6437433081995804,0.03830052598427382,-0.5549936500306258,-1.1144208060792007,-0.37400671007431285,-0.13865738736500394,-0.705131293533192,-0.17748791734629837,-1.0291908994554058,1.0177343314626854,0.3757044154094562
6,-1.195474560830235,1.3022660650429103,-0.04844083503495665,0.03825555045217529,1.1239290274757423,-0.5715076505171374,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626,2.429281668513654,2.2639350749079745,-0.8597442460511989,-0.31226320072623415,-0.8391827316748782,-0.7756158758118289,-0.7662503884913217,-0.5885081368261049,-0.9081345026244197,0.004157688221000401,-0.6476581701282551,0.5201994250518046,-0.5159400714637891,-0.7555644224756313,-0.8304695257844583,-0.1348399724926484,1.1791050076567002,-0.6394599038147243,-0.6842283804624688,0.40561483364701933,-0.02309186746521218,-0.16139489515914057,1.9174849716747404,0.9721456992618759,0.2778729068922895,-0.5199229993769632,-0.6437433081995804,-0.49164201209440317,-0.5549936500306258,0.26784531765630665,-0.9418110351387031,-1.1224130048599308,-0.705131293533192,-0.9052865209278942,0.18479564925851102,-0.3907478887476583,0.3757044154094562
7,-1.195474560830235,1.3022660650429103,-0.04844083503495665,0.03825555045217529,1.1239290274757423,-0.5715076505171374,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626,0.450416737232625,-0.17290187346023472,-0.7216878694936403,1.4606713521282706,0.6405067471840944,-0.7756158758118289,-0.7662503884913217,1.4339977706346616,0.2883907350760853,0.7835404422216282,0.0481794165077447,0.5201994250518046,-0.5159400714637891,-0.7555644224756313,-0.8304695257844583,-0.1348399724926484,0.2845120170649128,-0.6394599038147243,1.313800165197589,1.304526564355174,0.6029236185639161,1.549785663590899,0.545708568316946,1.092645936660495,-1.055419473715573,-1.0099540143664707,-1.4008487689034717,1.14571808094302,0.3760882645082927,0.629804843558034,0.5259418529000314,-0.5017323155393196,-0.705131293533192,-0.9052865209278942,1.3987821979724278,1.4388948649552071,1.7049218300200755
8,-0.057382778919851087,-0.7424133641833415,2.540674512603506,-0.7842338884991221,1.9416653182655972,2.184699458359837,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626,-0.7981080262117136,-0.5849517106322382,-0.43090197117654916,-0.5365341248554715,-0.3244130757282247,-0.7756158758118289,-0.7662503884913217,1.4339977706346616,-0.17208724479277693,-0.5854226051511869,0.45521831128211326,0.3387460126399346,-0.5159400714637891,-0.7555644224756313,-0.8304695257844583,-0.1348399724926484,-0.8340623841893362,-0.6394599038147243,-0.03755308701708367,1.2151852273732797,0.3431037167325567,0.9133387808150961,3.1769676652902428,0.2630079245034776,-0.3887732834116418,1.1424177504739026,-1.4008487689034717,0.03830052598427382,-0.5549936500306258,-1.1144208060792007,-0.9418110351387031,-1.1224130048599308,-0.705131293533192,-0.9052865209278942,-1.0291908994554058,0.12908099135559406,1.7049218300200755
9,-0.057382778919851087,-0.7424133641833415,2.540674512603506,-0.7842338884991221,1.9416653182655972,2.184699458359837,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626,-0.7981080262117136,0.3462195278316198,-0.08467404977012061,-0.31226320072623415,-0.6255340209661483,-0.7756158758118289,-0.7662503884913217,0.06608941837055712,-0.9081345026244197,0.004157688221000401,0.968026671760492,0.7938082080849412,-0.5159400714637891,-0.7555644224756313,-0.12142000185512143,-0.1348399724926484,-0.4443863141984547,0.19729165073957128,0.6091222064283015,-0.11888949866923264,0.969119202761685,0.6319095501145893,2.6321288646083274,1.3869647053403849,-1.055419473715573,0.2567577835717328,-0.6437433081995804,0.41430074051854343,-0.5549936500306258,-1.1144208060792007,0.6522172315964087,-1.1224130048599308,-0.705131293533192,-0.9052865209278942,-1.0291908994554058,0.49790545135943337,1.7049218300200755
