,Otu8,Otu7,Otu11,Otu4,Otu1,Otu2,Otu62,Otu10,Otu23,Otu141,Otu6,Otu85,Otu14,Otu42,Otu50,Otu18,Otu8968,Otu81,Otu75,Otu31,Otu2756,Otu13,Otu58,Otu12,Otu22,Otu83,Otu4114,Otu93,Otu7347,Otu38,Otu39,Otu21,Otu57,Otu326,Otu265,Otu5288,Otu4031,Otu559,Otu25,Otu7065,Otu3813,Otu7187,Otu119,Otu5669,Otu3152,Otu19,Otu28,Otu27,Otu2566,Otu73,Otu4548,Otu29,Otu295,Otu112,Otu8121,Otu5358,Otu4290,Otu69,Otu6945,Otu9070,Otu6886,Otu6714,Otu52,Otu109,Otu33,Otu2735,Otu120,Otu3754,Otu67,Otu89,Otu5277,Otu6950,Otu144,Otu9280,Otu32,Otu6513,Otu80,Otu2871,Otu17,Otu1145,Otu8285,Otu113,Otu778,Otu4353,Otu68,Otu7981,Otu49,Otu209,Otu7151,Otu1447,Otu6944,Otu65,Otu9575,Otu2636,Otu2814,Otu74,Otu5458,Otu34,Otu4307,Otu195,Otu9129,Otu46,Otu2637,Otu16,Otu5694,Otu454,Otu189,Otu36,Otu419,Otu279,Otu3705,Otu63,Otu6143,Otu950,Otu114,Otu6091,Otu48,Otu2780,Otu8065,Otu7932,Otu4862,Otu125,Otu2738,Otu7106,Otu86,Otu6281,Otu2792,Otu151,Otu2827,Otu6793,Otu614,Otu2913,Otu70,Otu3611,Otu6603,Otu196,Otu140,Otu8233,Otu92,Otu9465,Otu9771,Otu3,Otu3744,Otu3496,Otu218,Otu481,Otu310,Otu7341,Otu4365,Otu7123,Otu9300,Otu7214,Otu97,Otu7808,Otu6321,Otu5862,Otu208,Otu775,Otu15,Otu427,Otu4544,Otu20,Otu45,Otu856,Otu105,Otu296,Otu2286,Otu2638,Otu197,Otu707,Otu44,Otu4208,Otu1682,Otu2876,Otu4658,Otu4735,Otu6742,Otu3273,Otu8306,Otu470,Otu235,Otu250,Otu6734,Otu3069,Otu1579,Otu30,Otu5,Otu6326,Otu185,Otu9593,Otu5116,Otu2765,Otu4273,Otu111,Otu230,Otu4336,Otu7748,Otu217,Otu1349,Otu4189,Otu289,Otu7183,Otu43,Otu131,Otu72,Otu4800,Otu750,Otu570,Otu4931,Otu71,Otu4901,Otu200,Otu157,Otu4267,Otu53,Otu6948,Otu24,Otu99,Otu299,Otu94,Otu7148,Otu1735,Otu118,Otu64,Otu3025,Otu9,Otu214,Otu727,Otu382,Otu6647,Otu6271,Otu90,Otu763,Otu257,Otu249,Otu400,Otu273,Otu4178,Otu192,Otu1697,Otu121,Otu35,Otu7690,Otu5140,Otu604,Otu345,Otu4550,Otu425,Otu378,Otu1336,Otu106,Otu2820,Otu4843,Otu2208,Otu453,Otu188,Otu77,Otu531,Otu4709,Otu391,Otu1176,Otu737,Otu3561,Otu148,Otu166,Otu821,Otu988,Otu2974,Otu747,Otu9564,Otu3057,Otu4078,Otu4821,Otu219,Otu3895,Otu7695,Otu340,Otu7975,Otu811,Otu5725,Otu5137,Otu3313,Otu256,Otu51,Otu854,Otu5118,Otu215,Otu165,Otu3055,Otu274,Otu6160,Otu4316,Otu463,Otu8148,Otu2494,Otu1719,Otu3945,Otu8953,Otu4344,Otu262,Otu1150,Otu5860,Otu4818,Otu517,Otu819
Otu8,NA,7.589420504,NA,7.910328535,NA,-4.983630664,-4.49411307,-2.842005557,NA,NA,-5.935533636,NA,-4.343322739,5.000255345,10.65455278,-3.553417626,NA,NA,NA,15.95632583,10.65523509,-4.388088096,NA,-4.954251471,-3.937280622,8.648158393,-10.10942174,5.388206516,NA,-4.208786517,-4.972182428,15.13648542,NA,NA,5.022367034,-7.592932817,-5.766306893,NA,NA,23.04601574,NA,9.64861393,7.11023663,NA,8.377079181,-3.278887255,NA,5.506976855,9.813301903,NA,29.59537801,NA,-2.641130459,-8.432193588,11.49359126,-5.114943585,NA,NA,-8.991328183,4.493023351,NA,18.18592259,-3.221887418,NA,NA,25.31312375,NA,24.18585043,-3.137524344,-3.246349736,NA,-9.224074105,NA,NA,7.261480142,NA,NA,11.93831568,-6.83236765,7.855816144,6.926758336,NA,6.36903208,NA,NA,18.76561388,-4.012781558,NA,7.122252814,-3.917893217,-4.341251926,7.972540626,8.16191686,14.11826406,NA,-4.632850433,NA,NA,-6.26083058,-3.200090704,-8.066730226,-5.51727747,-3.930090864,NA,NA,7.335907853,NA,4.107590622,NA,7.92883238,NA,-3.537594834,NA,6.445307813,-5.479096874,-4.318114913,-3.538567031,NA,-2.816639971,8.779550679,15.37792978,3.750915238,15.49586609,-8.489822487,-4.413685432,NA,NA,NA,NA,NA,-3.75584996,NA,NA,NA,20.57122625,NA,-3.893592644,-6.806990339,NA,7.214276924,NA,NA,NA,-5.038095791,NA,-5.3380746,NA,-7.323197392,-3.008260907,5.11509582,4.743750427,4.412976917,-6.908218019,4.217244789,4.572013262,-5.47131255,-3.455758773,7.729182164,NA,-5.396187272,28.6026631,-4.296177222,-3.411770236,-4.164402386,NA,-3.786922184,-4.044864189,-3.54570761,NA,-3.072511171,-2.863319742,-4.756205987,NA,-5.323251816,-5.64746855,-5.086176399,-5.224459779,-6.539546989,NA,3.824808689,-2.93270169,NA,NA,-4.031653375,-5.107408668,NA,NA,NA,NA,NA,-8.779051114,NA,-5.35582323,-4.118455133,NA,NA,-4.922682256,NA,11.22158804,NA,NA,-7.321969358,NA,NA,-5.987596337,NA,-3.195395277,-5.320328997,-6.618478507,NA,NA,-3.684750397,NA,NA,-6.455362264,NA,-2.590499528,NA,-6.046432855,NA,NA,-4.331251478,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.475941365,-4.064437684,-5.500770776,NA,NA,-4.610189495,-4.669502091,-3.303507962,-7.01081235,NA,-4.744075616,NA,-4.552624457,-7.53995665,NA,NA,-5.207181591,NA,NA,NA,NA,NA,NA,-3.817284175,-5.48970255,NA,3.109545814,NA,NA,-8.946801126,NA,-7.881603584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.216083809,NA,-5.608524054,-13.81169749,NA,-5.891043403,NA,NA,NA,NA,2.468695462,NA,-3.595763132,NA,NA,-3.791046223,NA,NA,NA,NA,-7.821078944,-4.203886395,NA,NA,NA,NA
Otu7,7.589420504,NA,NA,7.478537809,-7.742092123,-7.76953193,-4.114349528,-3.908913659,-3.031072958,NA,NA,9.27579366,4.172222948,NA,-5.866692527,-4.694562342,NA,-5.953679106,7.528756113,NA,16.47687918,-8.464638478,7.58600788,-4.060065223,13.30646502,-5.688093443,12.63579849,NA,NA,2.691215831,NA,7.159156327,-4.976130879,3.854569471,3.650219947,-3.407037001,14.39926852,NA,NA,10.59601985,11.10408484,7.923746319,4.634176887,NA,7.462128572,9.843857499,-3.804500008,NA,-5.10669187,NA,18.96996143,-6.521969668,-3.797003299,-4.754391445,17.5826083,5.15641558,10.73824309,6.642835399,11.37035072,NA,NA,NA,NA,NA,7.426109221,NA,NA,8.269090348,-5.227537699,6.215508524,NA,8.546734481,NA,NA,-7.332792207,13.72352889,-5.401589769,11.22688141,-8.575069171,-3.258675132,14.18869309,15.24679323,11.46789852,NA,NA,NA,-9.69183898,NA,9.485607795,-5.811266734,-9.607408812,6.578861127,16.63481453,-7.835958453,-4.411562538,-7.2342605,6.421664633,NA,11.86008887,6.480669189,8.751443543,6.694633927,NA,-3.960157653,NA,-4.180243085,10.63506885,6.336498364,NA,NA,5.254823363,NA,NA,-12.79847847,8.492663269,NA,-5.537256621,-7.366751271,NA,10.04078922,3.591792715,NA,10.34720637,4.707701634,-3.293898571,22.60689543,-13.0143718,12.36658437,-9.692250809,NA,NA,NA,NA,2.234421461,3.575279538,4.320097962,8.064406546,NA,NA,15.56310416,-7.590702254,-7.215508564,-9.374614733,NA,5.610268265,NA,7.796344956,-9.892442071,-6.145605228,14.79857423,NA,24.0589731,3.782103788,18.66090705,4.627800114,-12.00905545,3.423884779,5.783161384,NA,8.784476586,9.49894087,NA,-3.987605286,-8.454293515,13.62404777,-4.12714759,-5.536780985,5.8896596,NA,6.321156189,-6.558699736,8.598576722,NA,NA,4.402404387,-3.511088198,-9.888259868,-4.431599539,NA,8.671906321,-7.527326675,NA,12.72048245,6.426427467,NA,NA,NA,NA,7.644186816,-6.432108728,NA,NA,NA,-2.620594535,9.697487807,-7.88326022,-8.543073675,8.391759554,6.478369479,7.381759522,3.534206206,NA,NA,NA,NA,NA,NA,-10.82548619,10.0293661,-4.992886498,-11.23304434,-5.129821851,NA,NA,-7.050692079,NA,-3.438351832,-2.375155147,-6.774677352,-4.497315944,-4.221769,NA,NA,NA,NA,-6.626359773,12.39332292,NA,10.09849174,-4.744186752,-5.49290456,6.895824121,NA,3.347829759,NA,-6.623617351,NA,7.01185197,-2.549773781,NA,-3.240280261,-5.623447444,-6.924313005,6.103803011,NA,-6.283482079,NA,5.804266774,NA,3.397229199,NA,NA,NA,-7.30777841,-8.085666428,NA,NA,NA,5.964114207,NA,-5.200096523,-10.28013715,NA,-2.688186775,-4.540846915,-3.170549553,5.779568372,NA,-4.192563043,NA,-10.16431259,NA,NA,NA,-7.317084287,-6.614554535,NA,-4.727259781,NA,-6.516676764,-3.025428597,-6.789764415,-5.258815318,NA,NA,NA,-4.496870744,-6.929448028,NA,5.863898948,-8.457501669,8.98166798,-4.96540415,14.19384386,-4.040844169,NA,NA,NA,NA,-3.444959843,-4.319366489,NA,NA,-5.786581954,-5.103358882
Otu11,NA,NA,NA,-3.150643875,6.209110044,-4.907443868,NA,NA,5.412472216,-7.756276344,-9.267697654,NA,NA,16.435909,NA,5.325114487,-6.857120449,-8.390170723,18.31642128,-5.784220553,18.24017781,21.58606439,4.611100177,-4.526300775,NA,-10.49238528,NA,3.937186832,-9.126972371,5.035793919,NA,NA,NA,20.85092571,27.91347456,-5.008711181,-7.615690526,53.47731353,NA,-5.620408349,39.85956201,NA,NA,-10.19510119,NA,NA,NA,-8.44427543,-7.664168639,-5.265187862,-12.08840421,NA,4.413424516,12.09380075,17.68909196,-8.509090255,-24.30525332,NA,4.288776985,-7.425588878,NA,-4.623951592,-7.638729868,NA,-3.188094483,-9.712348423,NA,NA,-3.631068752,NA,NA,-5.070496778,-2.949250059,NA,NA,-6.274590734,-3.441703372,16.18367216,26.06650584,-9.169553288,3.793103787,NA,20.58516478,4.868314239,NA,9.439776849,26.52498393,NA,9.147277414,-3.591239147,-12.65663574,NA,7.689316034,-8.704276828,NA,20.71479384,-6.723369968,-5.097439235,-6.198489387,3.870296093,7.998683373,NA,NA,NA,-3.306417461,-5.917942196,10.49119956,-7.58676468,-3.621682104,-4.365210204,15.00794107,11.32121168,NA,-7.209577776,4.194230692,-20.97416037,NA,-5.105474309,-3.164704511,-5.367774947,-6.015860019,-4.856738576,-6.599185991,-9.330506604,-4.337973117,NA,-5.653327135,NA,-8.25709264,-3.472657009,7.134865671,NA,18.4929671,-4.509156936,NA,-10.98804964,5.453785401,4.017597658,-5.321131011,-6.677480873,NA,-4.727776997,12.98219395,NA,7.410356913,-10.40691655,-10.81772804,-11.64155654,24.12831558,-5.602812437,NA,5.532782537,3.681954644,NA,-11.99864146,-7.49164607,-12.56676659,-7.865772387,-4.838197315,-4.217464303,-18.35244901,12.27508856,-4.562815211,13.44969551,NA,11.0018923,7.775022685,9.744695261,NA,-6.484932839,NA,18.1580805,-3.270350855,9.252115975,-11.82487374,-3.864768568,NA,-7.970339692,NA,NA,-4.063954345,NA,11.83703013,NA,-3.423508716,NA,-4.477561364,NA,-4.726211631,22.1011404,-8.680761568,-5.798843252,-5.256567932,NA,-2.526019211,NA,22.4607318,-5.219112316,8.615253501,NA,-9.567815414,-5.109261787,NA,NA,NA,NA,NA,-6.61066781,NA,NA,NA,9.094959553,-4.873128191,NA,10.03131911,NA,NA,-4.77492073,-4.364494943,NA,NA,NA,NA,-3.392482328,NA,-4.386128947,NA,NA,6.082813141,9.267584411,-8.89071577,-6.963451363,-3.452613763,9.414304493,NA,-8.315208677,-4.876045297,-4.536331182,NA,-5.759583775,NA,-7.499483083,-2.5763371,NA,-4.634088205,NA,-4.088966266,-6.229406465,NA,-11.48612643,-2.657986845,-6.190569577,NA,NA,14.17847397,-5.375512297,NA,-3.278046875,-11.69015284,NA,-7.279045668,28.40798959,NA,NA,-5.159173607,NA,NA,-4.200384001,NA,NA,-6.685123095,-4.495426151,NA,-2.829048159,-4.83725167,-7.004951473,NA,-3.563530127,NA,-6.73842881,NA,NA,-13.79835759,-4.718660235,-7.133394815,-3.405211472,-4.307393803,NA,NA,NA,NA,NA,-3.430371132,NA,NA,-3.683830372,NA,NA,NA,-5.864869848,NA,NA,-5.030754689,-3.130072277,-3.836666258
Otu4,7.910328535,7.478537809,-3.150643875,NA,NA,-11.39078812,-6.123702012,-4.533159138,NA,NA,3.982347373,NA,-7.479375703,-6.587932015,-6.304025202,NA,-3.615019211,-4.405102093,-5.055578885,3.35894976,NA,NA,NA,-6.366461302,NA,-7.073252544,5.081702265,NA,4.91416335,NA,-7.492999082,3.416100041,-4.350742572,-5.391391362,NA,3.770897034,NA,-4.300032002,4.126405188,11.12752475,-5.270347931,22.90249295,6.061408624,NA,7.069470912,-4.744749396,NA,NA,NA,2.589718077,13.25931803,NA,NA,NA,-7.829251026,11.37652218,5.30194135,NA,-5.000206064,32.1704569,NA,NA,NA,NA,NA,15.49720075,4.792159683,6.942877672,-4.303861423,NA,-3.081098581,NA,NA,25.08563869,NA,10.88427954,NA,NA,NA,12.62625615,10.95037411,-4.905594931,3.611927108,NA,NA,13.65425284,NA,3.555134661,16.57548951,-2.82396707,NA,3.990267452,NA,NA,NA,NA,26.19234805,-8.039705662,NA,NA,-6.248509286,-3.709337858,NA,NA,-4.264885868,NA,NA,10.8229261,-6.023631663,NA,13.22038081,3.750273758,-2.767691047,4.940517939,-4.417388719,NA,-6.601181373,-3.853179924,NA,20.37646717,-3.02510829,-4.486595243,4.980721729,8.543139676,5.336408515,9.161282388,NA,-4.74303344,NA,NA,NA,6.360713212,NA,NA,6.061924881,8.738645336,NA,6.787088453,NA,15.17534919,-3.883376451,-7.719631183,NA,-6.076028017,NA,5.218421369,NA,-10.10657934,4.262614593,5.64854455,NA,-6.21044752,NA,NA,26.5061927,-12.32102544,5.705067157,18.0873677,NA,NA,-2.487406762,4.66712615,-6.50789093,NA,-8.906334007,3.594046644,NA,-5.742068028,NA,NA,NA,12.44100286,NA,NA,-5.543709808,-8.836514412,-10.01014907,NA,NA,14.64109912,-7.103885862,NA,-7.411851236,NA,NA,NA,NA,-4.589171811,-8.932617272,3.922471647,4.003367225,NA,NA,-11.62825168,7.23646739,-3.394379815,NA,NA,NA,5.200892067,NA,12.57057497,NA,NA,NA,-3.429092395,-5.533899734,4.356777072,-7.157997046,NA,4.211514016,2.868258664,NA,-2.74406309,NA,-6.25692005,NA,NA,NA,NA,NA,NA,NA,-7.528972005,NA,-8.097168041,-10.28552039,NA,-3.782557153,-5.598442991,-6.324596573,NA,-8.440498119,-3.367068297,-5.34497662,NA,NA,NA,-6.30169705,NA,NA,-9.086952282,-4.703692725,NA,NA,-5.607082661,NA,2.915403266,NA,NA,NA,NA,NA,NA,NA,3.157130553,-4.001121682,10.96335869,22.06219878,NA,17.06803531,NA,-2.911481846,NA,-4.410905151,NA,-3.602614643,-3.955083486,NA,-3.265056482,-11.85938068,NA,NA,NA,-8.430116271,-8.659935,NA,-10.64811659,-3.609765187,-7.287109436,-7.009299226,-4.302136369,9.788933215,-3.917102129,8.010449609,NA,-9.073094329,NA,NA,NA,NA,3.142317257,-4.48101026,-7.328383354,-5.350827592,NA,NA,NA,NA,-8.176090559,-6.617584721,NA,3.640712012,NA,NA
Otu1,NA,-7.742092123,6.209110044,NA,NA,-9.791332667,-5.226319354,4.984513117,NA,-6.152976036,NA,5.035567697,-9.713874877,-6.88469213,13.01291286,NA,-8.86845699,8.519667629,6.71560868,NA,NA,NA,6.86827173,-5.629045912,NA,-6.76535549,-10.52544039,-5.479168167,NA,10.13527421,-8.197395786,NA,-6.669459371,31.79068522,7.752002275,-3.805647167,NA,6.282974769,-5.317006636,-8.302620197,-5.696516907,NA,NA,-7.410913502,NA,-12.6385728,-6.683583181,-13.09274174,22.32275297,-8.941907472,-14.93310815,NA,-11.57543841,3.490763546,-3.174371244,-6.57435676,NA,12.04675263,11.35037518,-16.37333405,-3.509186874,10.21795575,-13.00584207,-4.856989848,4.851048429,4.76432437,NA,4.433800655,11.06564456,12.73488226,NA,-5.760099749,NA,10.4821109,-3.438692856,NA,-5.802875939,NA,7.236816062,-4.873646711,13.28291902,-11.37388348,NA,-13.57004888,NA,NA,8.217515572,26.40805453,13.44999839,-5.016344786,9.055044221,-17.80376146,-9.654151737,7.061918052,-4.406018776,-8.957660307,-18.90266849,4.490039104,-4.303337178,NA,NA,NA,-8.790086745,-13.38793474,5.689997557,NA,-5.561894449,-12.77823513,NA,11.05747725,NA,-24.51971654,6.954820504,-9.957962384,-9.046634226,7.173405396,-6.896331955,-10.38261037,-11.57674696,3.867105301,NA,NA,NA,7.096819522,-8.525101153,-13.2938817,9.069821055,-9.116353912,-13.36560143,8.885085992,3.7549298,18.37368788,-3.085792479,NA,NA,12.54581644,NA,NA,9.767778438,-15.49927776,6.194708652,NA,8.896048401,-5.230308636,4.469444112,7.403807676,20.46511458,-11.49819806,NA,-8.435291635,-11.99202097,-25.13517677,9.934794518,-13.87844552,NA,-5.30067814,10.82530518,5.501942822,-8.320548219,NA,NA,-24.32179007,NA,25.23918713,-5.643639428,-7.989930975,11.6861407,-6.676110907,NA,-4.506539033,-3.721264799,-4.354737709,NA,4.66369288,-18.76415372,-12.15949116,-5.029353702,11.63638956,6.663142325,-20.48691478,-8.071643337,5.192796993,NA,NA,10.28645233,NA,9.313312081,-5.374170603,-11.60809461,-5.303830403,8.138913257,-8.608223017,3.63218403,-6.762265149,-4.658060826,-5.315447327,-4.016577958,NA,-6.22272576,-9.500786368,-9.593924361,-6.318510408,-4.178047485,-7.432861142,11.57745926,NA,-7.315030315,5.117739166,7.455367281,-7.651532247,15.21469003,22.84760282,NA,-8.086356305,16.55295388,NA,NA,-5.230584145,NA,-4.350034249,-11.64657448,NA,-6.567188231,-9.792820462,-5.735463682,-5.508677906,-4.02021124,NA,-7.233294496,-7.499816295,NA,3.519091526,-11.64258984,9.675485383,NA,3.058054854,NA,NA,-4.371600244,-7.463254396,-4.294402855,18.60516829,-10.25111479,-9.956412533,-4.85018822,11.08137436,-6.949387909,-4.720424999,NA,3.753290223,-6.440476282,-10.41920959,-6.663128199,-7.548647455,31.45624373,NA,-6.564022162,-8.603476749,-9.426701664,NA,13.24922159,29.23572761,-17.69896315,-4.607758336,-6.172102851,-5.716598739,NA,-3.94619468,-3.45764588,NA,7.844933465,-5.79463061,7.977069122,-4.642738666,-8.162579604,NA,-3.57344909,NA,-5.283715829,-5.683751218,NA,-4.268241374,28.11938743,2.923605614,9.231487844,5.942514751,12.72023387,-8.545149367,NA,8.479858118,NA,-5.885837982,-9.159962222,-8.581253446,NA,-7.041877344,-3.838659425,-4.745143952,-15.76733511,-12.41800695,NA,7.337648797,10.81384803,-6.763488207,-8.423350163
Otu2,-4.983630664,-7.76953193,-4.907443868,-11.39078812,-9.791332667,NA,11.13915472,9.236524106,-5.424729029,12.88332409,-8.481238622,NA,7.823554734,11.21769212,NA,NA,4.898734435,14.38759616,-5.930791775,-5.673713332,-6.1182014,NA,-3.968289747,12.31366478,-7.509133262,NA,6.080479392,-4.556262965,-3.638622191,NA,11.31850017,-5.515564244,4.504534005,-5.916414785,-4.748471017,4.49861638,4.581631371,NA,-3.597191367,-3.554292324,-4.902517854,-11.41339442,-4.017946518,16.78431135,-3.72310072,NA,NA,3.975722175,-6.369973412,-4.889622785,-7.223095236,NA,NA,-4.653233687,-18.59513449,NA,4.44584547,NA,-11.71984917,-7.268388089,17.6978384,-2.804690904,NA,4.394297974,-5.379299699,-5.116170634,NA,-12.56703675,-8.230916954,NA,NA,16.35405226,NA,-13.20678357,NA,-12.99400787,NA,-8.547233953,7.392245876,-7.213214592,-11.0870105,NA,-8.096431508,15.38571172,-7.365581226,-6.595063083,NA,-5.151804325,-17.49910748,11.90206398,-5.725440462,-6.563165766,-4.238607688,NA,NA,NA,-6.808407951,5.418518617,NA,NA,14.98170122,4.609990081,NA,NA,NA,-9.591498479,-5.720810597,-4.798734768,NA,-5.11563212,-7.156287915,NA,4.862039801,6.826820716,NA,13.08609057,10.83116676,6.617869066,NA,-11.70277386,-4.241483186,NA,NA,NA,NA,NA,NA,-3.353596184,NA,3.638945135,NA,NA,-5.391812511,NA,NA,-6.998889539,NA,-7.656925317,NA,-4.327938001,-4.817840567,-5.842949194,6.312409602,5.724233176,-2.77393241,NA,NA,30.41822354,NA,NA,4.02610531,4.833466722,-3.22148604,-12.05912638,-5.697802923,11.25676622,-5.354669743,-5.920060465,-3.972970822,-11.75675834,-4.92515089,NA,6.843905028,-6.698388709,NA,NA,NA,NA,NA,-6.428750825,6.047526002,-9.933158952,NA,-3.468665421,5.085184925,15.09563147,17.90762646,-5.490681904,2.924818906,NA,13.22774461,NA,NA,-5.240935784,-5.802231388,NA,NA,NA,14.31927619,NA,-7.662185522,NA,-7.179099543,-10.37540636,-8.650114212,8.357174804,NA,NA,NA,NA,9.683352807,-5.322351536,NA,-4.85896383,-5.15483077,-5.735063723,10.03800307,NA,-3.558108895,NA,-2.944929098,-5.044793111,-3.257353722,NA,NA,-9.234722539,-4.027919893,NA,NA,4.150955134,NA,NA,NA,9.600094657,NA,NA,NA,11.74706416,-5.300378565,8.667843077,24.28304426,-5.455177655,6.664677699,-4.638310926,NA,NA,NA,-4.826375582,NA,-3.737821633,NA,-8.85879397,2.44404764,-6.572913354,NA,6.455142771,4.216362225,-6.530654581,NA,-6.243297545,NA,NA,NA,6.208671804,-4.426377856,-7.726565724,NA,NA,-6.693619105,NA,-11.0370429,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.945920982,-2.521317934,6.122320189,3.564745931,NA,NA,NA,NA,6.011357348,NA,NA,-5.219381143,-5.541951304,-3.52116661,NA,NA,NA,NA,NA,2.940563451,NA,-5.450578639,5.797291439,NA,NA,NA,NA,NA,NA,15.91494403,NA,5.062533448,NA,NA,NA
Otu62,-4.49411307,-4.114349528,NA,-6.123702012,-5.226319354,11.13915472,NA,11.26924058,NA,-14.79192548,-6.046403371,6.571926589,8.096515099,5.244889706,6.635932762,NA,-6.463439648,-13.09320642,NA,-6.007848326,-4.995521848,NA,6.447035621,24.68134498,-4.326834399,-4.649459345,NA,-5.173020192,-10.9006184,NA,-4.649888564,NA,NA,-2.710765912,-8.644856334,-6.411116033,NA,6.32816515,NA,NA,-3.753974396,-4.076098646,NA,-10.00036158,NA,NA,NA,NA,-8.869704589,-5.950940363,NA,NA,-5.345726523,NA,NA,7.296093735,7.76324648,5.228234705,10.50864233,-9.255748754,-5.394757169,-4.873371437,-11.54758287,28.909181,NA,-4.592053459,NA,-7.003660145,NA,NA,-7.259459203,10.56255995,4.612338651,-6.100232871,NA,-3.934613766,-2.346283898,-5.275518182,-10.9083547,NA,-7.525110582,NA,-6.572907504,-4.878316358,-2.943080751,-6.223262438,NA,-11.35709783,NA,16.21312423,-9.572171179,-3.379575365,-4.67804077,-3.917836342,NA,-3.477578043,NA,NA,9.9621398,9.340840546,NA,NA,-3.315991724,NA,-2.878156685,NA,5.111906672,5.856287169,10.08431284,NA,NA,-6.839655727,NA,12.61493407,-2.949179983,NA,41.12209706,5.924633155,6.30925969,-3.28672319,-5.107297541,12.13106781,-8.955448962,NA,9.175446679,NA,17.31766541,NA,NA,-4.006659239,5.134815922,6.834118426,NA,-18.59933323,NA,5.531784632,11.39316893,-7.322185511,-2.351544632,NA,-3.163957995,-10.08574615,12.75458241,NA,3.894808938,NA,NA,27.7756633,NA,8.328484479,7.682296683,NA,5.827936778,-6.839955288,-4.357191933,9.878202926,NA,NA,-4.995731245,NA,NA,-6.604068689,-11.17235335,NA,-13.40970355,-9.710972127,9.382298331,NA,NA,NA,16.07050445,-4.368345287,NA,NA,7.429328132,-5.082784526,8.084344861,NA,NA,NA,28.6245842,-4.891484361,-24.20347322,11.49813506,NA,NA,NA,NA,25.33168637,NA,-8.785344125,-6.213839121,-3.725944982,6.084709321,NA,20.59924143,NA,NA,-7.730821726,NA,-5.795401723,-2.906018471,NA,NA,NA,6.023955104,-4.124477521,NA,-7.594057012,NA,NA,NA,NA,-3.482612208,NA,-6.023143046,NA,NA,-3.426602087,-4.208206806,11.70406876,NA,NA,11.09368321,-3.382590742,-2.506435117,-9.118444302,NA,NA,15.25247446,NA,-6.58476009,10.00351229,NA,-5.872066649,-5.480089004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.510464481,-6.907954637,-4.151637865,NA,NA,NA,NA,27.84256642,-5.62841814,NA,NA,NA,NA,-16.2234057,-6.506662281,4.293934173,-4.665890637,NA,NA,NA,-2.834769917,-4.168695984,NA,NA,-5.909969357,NA,-4.160518477,-5.505461414,NA,-4.720167611,-3.121421643,NA,NA,-4.937651132,NA,-5.803692306,-4.598717379,NA,NA,-3.894686722,NA,NA,-5.761035003,-5.939601,NA,NA,-3.733724976,-5.934062093,NA,-5.204573418,-3.229483559,NA,NA,-7.2637585,-2.889895363,NA,NA,NA,NA
