,EBCT,Ammonia_out,Nitrate_in,Nitrite_out,Se_D_in,CODin,MicroC,Acetate,Reactor_1,Reactor_2,Otu6,Otu4,Otu9,Otu8,Otu7,Otu2,Otu1,Otu11,Otu12,Otu18,Otu10,Otu23,Otu13,Otu14,Otu8968,Otu22,Otu141,Otu19,Otu15,Otu35
0,-0.19127592973283744,-0.06085355444125739,-1.1664679169697474,1.080075506457152,-0.8085688435836907,-0.004053245748348492,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626,0.7178041716807301,-0.9367020457719593,1.652899680676566,-1.1408423235851235,-1.436425705583915,0.9211178841189611,-0.13864350300726344,-2.1443878054018186,-1.4396831908666106,-2.150252700674472,-2.502710572823143,-0.4700373222923069,0.6716059537116624,-1.3021581192173854,0.22626754696365514,-0.6051314152883299,-0.2303587863704064,-1.1768726785549841,-0.9645172595710221,-0.6749324722574304
1,0.2104035227061216,1.3022660650429103,-1.0487808557134537,1.025242877193732,0.3171936733332846,-0.27967395663604594,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626,0.6787437046461956,-1.031878233650397,1.5508896100287686,-0.9502468046656413,0.01474793784612382,1.1359996606832479,-1.0058155349789035,-2.1443878054018186,-1.4396831908666106,-2.498569887446455,-2.502710572823143,-0.34576994567931896,0.5397319858602511,-1.4811306935541921,0.40182105362840514,-0.798894042699708,-0.21585273106282385,-1.1768726785549841,-1.1261316498957554,-0.6749324722574304
2,-0.057382778919851087,1.3022660650429103,-0.9899373250853069,-0.4552381129186032,-0.819569780231088,-0.231035007655864,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626,0.5980382600154454,-0.5099724077501016,1.604716378716337,-0.33120637482799775,0.38760286833993146,-0.7235819942254275,-0.5787264951258067,-0.8028567209027604,-1.3768008658868698,-1.3944305286658951,-2.502710572823143,0.0615782592408187,1.063588947870603,-1.608113755888394,-0.5281507878543807,-1.0655254794010995,-0.7214690164019764,-0.40630409588187266,-0.2287889582582775,2.033779045536595
3,-0.057382778919851087,1.3022660650429103,-0.9899373250853069,-0.4552381129186032,-0.819569780231088,-0.231035007655864,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626,0.7026127878904151,-1.0335852756863193,1.5849520976628517,-0.9502468046656413,-0.6551150296273506,-1.0470728703326213,0.8885628386306715,-1.1800110932370136,-1.3768008658868698,-1.2935903982126646,-2.0408829097976127,-0.31967608825583116,0.7092925420643728,-2.0930419668962092,0.4523279483775902,-1.5195212514434966,-1.916637980594573,-0.5129090484070363,0.8421321635816701,2.296418082697653
4,0.5451363997385874,1.3022660650429103,2.1876133288346247,-0.7842338884991221,-0.8269037379960194,2.8656447440823833,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626,0.8785019481401621,0.3436723236735636,1.1678602447995163,-0.5690557668266769,-0.03409020138321979,-0.6609512894245106,0.9751020237385288,-0.37735743706938146,0.6041419746064703,1.057982430074255,0.12461436234522894,-0.5289911802235727,0.6958891091825077,-1.688590614991653,1.3715026264446388,-0.7022983143156797,-0.8581702020856388,0.2943791702240456,0.9916598142799913,1.8692949385805788
5,-1.195474560830235,1.3022660650429103,-0.04844083503495665,0.03825555045217529,1.1239290274757423,-0.5715076505171374,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626,0.8770340242812414,0.8381852241975878,0.709098906957603,-0.9502468046656413,0.3953299897319542,-1.4085990218211117,0.9775373514026003,-0.3721436762169561,0.5908006314998318,-0.08037276582300636,0.7966103359676705,0.4341862707697175,0.44616691050799584,-1.5400715410275938,-0.2964680545045717,1.2897701012565186,0.1776299283795251,1.0769857307034276,0.47475898219372437,1.4122435398555488
6,-1.195474560830235,1.3022660650429103,-0.04844083503495665,0.03825555045217529,1.1239290274757423,-0.5715076505171374,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626,0.08070991931921466,-0.7480315568855329,0.08534225037637386,-1.1408423235851235,0.2553410145782022,1.5137881828368263,-1.3122865737238723,0.7516568987722825,0.7627180394600113,-0.13650574954268582,0.38396726942090864,-0.35921907054322877,-0.6264628164345564,0.8033134831617529,-0.30615547314014374,1.1037601468772098,1.496076517482482,1.6730487741279227,-0.2731223986637707,-0.03928527553632712
7,-1.195474560830235,1.3022660650429103,-0.04844083503495665,0.03825555045217529,1.1239290274757423,-0.5715076505171374,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626,0.8549853456702998,1.0506622707038658,0.6543901724786214,-0.5366688229993857,0.7206837689685048,-1.1904222773904425,0.7762604068966394,-0.5431850399011947,0.47706904424840374,0.01599058243378318,0.4717730601864192,0.8761538589963319,0.6234067401292354,-0.9608715769696641,-1.2511758783151294,1.3956759844132707,0.4096324736794571,1.2388961638080447,0.32377429195174884,1.2950435509091835
8,-0.057382778919851087,-0.7424133641833415,2.540674512603506,-0.7842338884991221,1.9416653182655972,2.184699458359837,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626,0.8116589233152355,0.14332042207709883,0.26070312702008563,-1.1408423235851235,1.1503292787137562,-1.5944452516574605,-0.3333325841223353,1.0491222512002654,0.16200158804766038,-0.5327177768784805,0.6693946194279158,0.07218433758904506,0.487543997359321,0.8275890532210679,-1.9775124350060893,1.7515118483132146,-0.1361085282151746,1.894010056171701,-0.03365986727782284,0.4051467382222861
9,-0.057382778919851087,-0.7424133641833415,2.540674512603506,-0.7842338884991221,1.9416653182655972,2.184699458359837,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626,0.7681175755512677,0.4401976916484147,0.673426566057362,-1.1408423235851235,0.9880415125397545,-1.3374180248055207,-0.1438374154752805,0.5761609167943602,0.32996620892114426,0.022690888072244512,0.6005400271911421,0.6411682608918922,0.19851600700459635,0.49953607069138417,-2.093949313323575,1.9310170477196849,0.24910507756125733,1.8784822426244112,0.2614562913628564,0.683321921105514
